Gene,targetId,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,Priority
DUSP4,ENSG00000120875,0.0,0.0,0.0,1.0,0.0,0.8477150000000002,0.0,0.5,0.0,0.0,2.347715
PCNA,ENSG00000132646,0.0,0.0,1.0,1.0,0.0,0.846745,0.0,0.5,-1.0,0.0,2.346745
MYH1,ENSG00000109061,0.0,0.0,0.0,0.0,0.0,0.8452800000000004,0.0,1.0,0.5,0.0,2.3452800000000003
CKMT1A,ENSG00000223572,0.0,0.0,0.0,0.0,1.0,0.8441249999999997,0.0,0.5,0.0,0.0,2.3441249999999996
MAPK3,ENSG00000102882,0.0,0.0,1.0,1.0,0.0,0.8416899999999998,1.0,-1.0,-1.0,0.5,2.34169
PHOX2A,ENSG00000165462,0.0,0.0,0.0,0.0,0.0,0.8415500000000001,0.0,1.0,0.5,0.0,2.3415500000000002
EN2,ENSG00000164778,0.0,0.0,0.0,0.0,0.0,0.33934,0.0,1.0,1.0,0.0,2.33934
NFKB2,ENSG00000077150,0.0,0.0,1.0,1.0,0.0,0.5888899999999999,0.0,-1.0,0.0,0.75,2.33889
TENM4,ENSG00000149256,1.0,0.0,0.0,0.0,0.0,0.8320700000000002,0.0,0.5,0.0,0.0,2.3320700000000003
P2RX4,ENSG00000135124,1.0,0.0,1.0,1.0,0.0,0.3298949999999997,1.0,-1.0,-1.0,0.0,2.3298949999999996
ATL1,ENSG00000198513,0.0,0.0,0.0,0.0,1.0,0.82975,0.0,0.5,0.0,0.0,2.3297499999999998
PLXNA2,ENSG00000076356,1.0,0.0,0.0,0.0,0.0,0.8284050000000001,0.0,0.5,0.0,0.0,2.328405
MAP2K3,ENSG00000034152,0.0,0.0,1.0,1.0,0.0,0.8270899999999998,0.0,0.5,-1.0,0.0,2.3270899999999997
OPN1LW,ENSG00000102076,0.0,0.0,0.0,0.0,0.0,0.3269249999999999,0.0,1.0,1.0,0.0,2.326925
RAP1GAP,ENSG00000076864,0.0,0.0,0.0,0.0,1.0,0.8265450000000001,0.0,0.5,0.0,0.0,2.3265450000000003
NPHS1,ENSG00000161270,1.0,0.0,0.0,0.0,0.0,0.0733299999999999,0.0,0.75,0.5,0.0,2.32333
POLB,ENSG00000070501,0.0,0.0,1.0,1.0,0.0,0.8208950000000002,0.0,0.5,-1.0,0.0,2.320895
FRZB,ENSG00000162998,0.0,1.0,0.0,0.0,0.0,0.5692300000000003,0.0,0.75,0.0,0.0,2.31923
PCDHA4,ENSG00000204967,1.0,0.0,0.0,0.0,0.0,0.3189,0.0,0.5,0.5,0.0,2.3189
NTNG1,ENSG00000162631,1.0,0.0,0.0,0.0,0.0,0.81447,0.0,0.5,0.0,0.0,2.31447
NECAB2,ENSG00000103154,1.0,0.0,0.0,0.0,0.0,0.3134700000000002,0.0,1.0,0.0,0.0,2.31347
KCNJ15,ENSG00000157551,1.0,0.0,0.0,0.0,0.0,0.813335,0.0,0.5,0.0,0.0,2.313335
PNOC,ENSG00000168081,0.0,1.0,0.0,0.0,0.0,0.0625,0.0,0.75,0.5,0.0,2.3125
STAT5A,ENSG00000126561,0.0,0.0,1.0,1.0,0.0,0.811085,0.0,0.5,-1.0,0.0,2.311085
NFASC,ENSG00000163531,1.0,0.0,0.0,0.0,0.0,0.8104849999999999,0.0,0.5,0.0,0.0,2.310485
DEPTOR,ENSG00000155792,0.0,0.0,1.0,1.0,0.0,0.8043999999999997,0.0,0.5,-1.0,0.0,2.3044
GRAP2,ENSG00000100351,1.0,0.0,0.0,0.0,0.0,0.3030299999999997,0.0,1.0,0.0,0.0,2.3030299999999997
SLC5A5,ENSG00000105641,1.0,0.0,0.0,0.0,0.0,0.0513199999999997,0.0,0.75,0.5,0.0,2.3013199999999996
COL9A2,ENSG00000049089,0.0,1.0,0.0,0.0,0.0,0.5500700000000002,0.0,0.75,0.0,0.0,2.3000700000000003
SLC16A1,ENSG00000155380,1.0,0.0,1.0,1.0,0.0,0.3,1.0,-1.0,-1.0,0.0,2.3
SEZ6L2,ENSG00000174938,1.0,0.0,0.0,0.0,0.0,0.7995649999999997,0.0,0.5,0.0,0.0,2.299565
RYR3,ENSG00000198838,0.0,0.0,0.0,0.0,0.0,0.7987699999999996,0.0,0.5,0.0,1.0,2.2987699999999998
NTF3,ENSG00000185652,0.0,1.0,0.0,0.0,0.0,0.796295,0.0,0.5,0.0,0.0,2.2962949999999998
BGN,ENSG00000182492,0.0,1.0,0.0,0.0,0.0,0.7961950000000002,0.0,0.5,0.0,0.0,2.296195
RSPO2,ENSG00000147655,0.0,1.0,0.0,0.0,0.0,0.79424,0.0,0.5,0.0,0.0,2.29424
TECTA,ENSG00000109927,1.0,1.0,0.0,0.0,0.0,0.7935049999999997,0.0,-1.0,0.5,0.0,2.2935049999999997
CCK,ENSG00000187094,0.0,1.0,0.0,0.0,0.0,0.0434800000000002,0.0,0.75,0.5,0.0,2.29348
CREBBP,ENSG00000005339,0.0,0.0,1.0,1.0,0.0,0.7932000000000002,1.0,-1.0,-1.0,0.5,2.2932
MAP1B,ENSG00000131711,0.0,0.0,0.0,1.0,0.0,0.5421399999999998,0.0,0.75,0.0,0.0,2.29214
ITPR2,ENSG00000123104,0.0,0.0,1.0,1.0,0.0,0.7908200000000001,0.0,0.5,-1.0,0.0,2.29082
PREP,ENSG00000085377,0.0,0.0,1.0,1.0,0.0,0.7887349999999997,0.0,0.5,-1.0,0.0,2.288735
RAB25,ENSG00000132698,1.0,0.0,0.0,0.0,0.0,0.7887349999999997,0.0,0.5,0.0,0.0,2.288735
VAMP2,ENSG00000220205,1.0,0.0,0.0,0.0,0.0,0.7844850000000001,0.0,0.5,-1.0,1.0,2.284485
ANK1,ENSG00000029534,0.0,0.0,0.0,0.0,1.0,0.531915,0.0,0.75,0.0,0.0,2.281915
SEMA3A,ENSG00000075213,0.0,1.0,0.0,0.0,0.0,0.7795050000000003,0.0,0.5,0.0,0.0,2.2795050000000003
SLC52A1,ENSG00000132517,1.0,0.0,0.0,0.0,0.0,0.0290199999999998,0.0,0.75,0.5,0.0,2.27902
PDXP,ENSG00000241360,1.0,0.0,0.0,0.0,1.0,0.5270249999999997,0.0,0.75,-1.0,0.0,2.2770249999999996
HTT,ENSG00000197386,0.0,0.0,1.0,1.0,1.0,0.5257800000000004,0.0,-1.0,-1.0,0.75,2.27578
SEMA4D,ENSG00000187764,1.0,0.0,0.0,0.0,1.0,0.2749400000000001,0.0,0.5,-1.0,0.5,2.27494
NR1D1,ENSG00000126368,0.0,0.0,1.0,1.0,0.0,0.7719850000000001,0.0,0.5,-1.0,0.0,2.271985
SYNPR,ENSG00000163630,0.0,0.0,0.0,0.0,0.0,0.7719299999999997,0.0,1.0,0.5,0.0,2.27193
CNTN1,ENSG00000018236,1.0,0.0,0.0,0.0,0.0,0.7691549999999999,0.0,0.5,0.0,0.0,2.269155
KLHL1,ENSG00000150361,0.0,0.0,0.0,0.0,0.0,0.7660449999999998,0.0,1.0,0.5,0.0,2.2660449999999996
SMOX,ENSG00000088826,0.0,0.0,0.0,1.0,0.0,0.7657649999999997,1.0,0.5,-1.0,0.0,2.2657649999999996
HAAO,ENSG00000162882,0.0,0.0,0.0,1.0,0.0,0.2657350000000001,0.0,1.0,0.0,0.0,2.2657350000000003
PTHLH,ENSG00000087494,0.0,1.0,0.0,0.0,0.0,0.2655349999999998,0.0,0.5,0.0,0.5,2.265535
PARP2,ENSG00000129484,0.0,0.0,1.0,1.0,0.0,0.2631599999999999,1.0,-1.0,-1.0,1.0,2.26316
GREM2,ENSG00000180875,0.0,1.0,0.0,0.0,0.0,0.7619050000000002,0.0,0.5,0.0,0.0,2.261905
NEK6,ENSG00000119408,0.0,0.0,1.0,1.0,0.0,0.7603850000000001,0.0,0.5,-1.0,0.0,2.2603850000000003
FEZF2,ENSG00000153266,0.0,0.0,0.0,0.0,0.0,0.7603499999999996,0.0,1.0,0.5,0.0,2.26035
WNT10A,ENSG00000135925,0.0,1.0,0.0,0.0,0.0,0.76019,0.0,0.5,0.0,0.0,2.26019
HNF4G,ENSG00000164749,0.0,0.0,0.0,0.0,0.0,0.75824,0.0,1.0,0.5,0.0,2.25824
ZDHHC2,ENSG00000104219,1.0,0.0,0.0,1.0,0.0,0.7547699999999999,0.0,0.5,-1.0,0.0,2.2547699999999997
CRLF1,ENSG00000006016,0.0,1.0,0.0,0.0,0.0,0.7511850000000002,0.0,0.5,0.0,0.0,2.2511850000000004
DSP,ENSG00000096696,0.0,0.0,0.0,0.0,1.0,0.7509599999999998,0.0,0.5,0.0,0.0,2.25096
IL1A,ENSG00000115008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,2.25
SLC30A10,ENSG00000196660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
NAT2,ENSG00000156006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.5,0.0,2.25
IL33,ENSG00000137033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,2.25
TREML1,ENSG00000161911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
AGRP,ENSG00000159723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
FCRL2,ENSG00000132704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
CPLX2,ENSG00000145920,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.5,0.0,2.25
UGT1A9,ENSG00000241119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
DGKK,ENSG00000274588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
SFTA2,ENSG00000196260,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
C6orf58,ENSG00000184530,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
SLCO1A2,ENSG00000084453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
AMH,ENSG00000104899,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
ASPM,ENSG00000066279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
NR0B1,ENSG00000169297,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
MUC19,ENSG00000205592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
PRND,ENSG00000171864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
TRH,ENSG00000170893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
SLC22A16,ENSG00000004809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
XIRP2,ENSG00000163092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
TNFSF14,ENSG00000125735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,2.25
LPA,ENSG00000198670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.75,2.25
DCST1,ENSG00000163357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
PHOX2B,ENSG00000109132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.5,0.0,2.25
HAMP,ENSG00000105697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,2.25
FCRL1,ENSG00000163534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
TRGC1,ENSG00000211689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
CD28,ENSG00000178562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,2.25
PM20D1,ENSG00000162877,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
SLURP1,ENSG00000126233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
TRIML2,ENSG00000179046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
IL13RA2,ENSG00000123496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,2.25
RLN3,ENSG00000171136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
IL18,ENSG00000150782,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,-1.0,0.75,2.25
GPR78,ENSG00000155269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
H3C1,ENSG00000275714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.5,0.0,2.25
CGB5,ENSG00000189052,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,2.25
KLRC1,ENSG00000134545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,2.25
IL18RAP,ENSG00000115607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,2.25
MFN2,ENSG00000116688,0.0,0.0,1.0,1.0,0.0,0.7490099999999998,0.0,0.5,-1.0,0.0,2.2490099999999997
MDH2,ENSG00000146701,0.0,0.0,0.0,1.0,1.0,0.7485199999999999,0.0,0.5,-1.0,0.0,2.24852
DVL1,ENSG00000107404,1.0,0.0,0.0,1.0,0.0,0.7482,0.0,0.5,-1.0,0.0,2.2481999999999998
LZTS1,ENSG00000061337,1.0,0.0,0.0,0.0,0.0,0.4966450000000001,0.0,0.75,0.0,0.0,2.246645
SPTBN2,ENSG00000173898,1.0,0.0,0.0,0.0,0.0,0.7447699999999997,0.0,0.5,0.0,0.0,2.24477
PIWIL1,ENSG00000125207,0.0,0.0,0.0,0.0,0.0,0.7444850000000003,0.0,1.0,0.5,0.0,2.244485
SEMA6D,ENSG00000137872,1.0,0.0,0.0,0.0,0.0,0.7437100000000001,0.0,0.5,0.0,0.0,2.24371
DLX2,ENSG00000115844,0.0,0.0,0.0,0.0,0.0,0.7408549999999998,0.0,0.5,1.0,0.0,2.240855
LYPD6,ENSG00000187123,0.0,1.0,0.0,0.0,0.0,0.7368400000000002,0.0,0.5,0.0,0.0,2.23684
ELAVL2,ENSG00000107105,0.0,0.0,0.0,0.0,0.0,0.9860750000000004,0.0,0.75,0.5,0.0,2.2360750000000005
CTHRC1,ENSG00000164932,0.0,1.0,0.0,0.0,0.0,0.7325099999999999,0.0,0.5,0.0,0.0,2.23251
APBB1,ENSG00000166313,1.0,0.0,0.0,0.0,1.0,0.7323950000000004,0.0,0.5,-1.0,0.0,2.2323950000000004
SOX21,ENSG00000125285,0.0,0.0,0.0,0.0,0.0,0.9818849999999998,0.0,0.75,0.5,0.0,2.2318849999999997
CNNM1,ENSG00000119946,1.0,0.0,0.0,0.0,0.0,0.7318600000000004,0.0,0.5,0.0,0.0,2.23186
GK2,ENSG00000196475,0.0,0.0,0.0,0.0,0.0,0.231465,0.0,1.0,1.0,0.0,2.231465
NRP2,ENSG00000118257,1.0,1.0,0.0,0.0,0.0,0.7300199999999997,0.0,0.5,-1.0,0.0,2.2300199999999997
NECTIN1,ENSG00000110400,1.0,1.0,0.0,0.0,0.0,0.7292050000000003,0.0,0.5,-1.0,0.0,2.2292050000000003
CCND3,ENSG00000112576,0.0,0.0,1.0,1.0,0.0,0.7260249999999999,0.0,0.5,-1.0,0.0,2.226025
RAB27B,ENSG00000041353,1.0,0.0,0.0,0.0,0.0,0.7247700000000001,0.0,0.5,0.0,0.0,2.2247700000000004
CCNB2,ENSG00000157456,0.0,0.0,1.0,0.0,0.0,0.4723599999999998,0.0,0.75,0.0,0.0,2.2223599999999997
GMCL2,ENSG00000244234,0.0,0.0,0.0,0.0,0.0,0.2205300000000001,0.0,1.0,1.0,0.0,2.22053
FKBP6,ENSG00000077800,0.0,0.0,0.0,0.0,0.0,0.220185,0.0,1.0,1.0,0.0,2.220185
CDH23,ENSG00000107736,1.0,0.0,0.0,0.0,0.0,0.7182450000000002,0.0,0.5,0.0,0.0,2.2182450000000005
PPARGC1A,ENSG00000109819,0.0,0.0,1.0,0.0,0.0,0.718045,0.0,0.5,0.0,0.0,2.218045
FGF7,ENSG00000140285,0.0,1.0,0.0,0.0,0.0,0.7164949999999998,0.0,0.5,0.0,0.0,2.2164949999999997
FGF5,ENSG00000138675,0.0,1.0,0.0,0.0,0.0,0.2164200000000001,0.0,0.5,0.5,0.0,2.2164200000000003
OTX2,ENSG00000165588,0.0,0.0,0.0,0.0,0.0,0.96633,0.0,0.75,0.5,0.0,2.21633
RIPK2,ENSG00000104312,0.0,0.0,1.0,1.0,0.0,0.2129649999999998,1.0,-1.0,0.0,0.0,2.2129649999999996
NDUFA4L2,ENSG00000185633,0.0,0.0,0.0,0.0,0.0,0.7126449999999999,0.0,0.5,0.0,1.0,2.2126449999999998
NEURL1,ENSG00000107954,1.0,0.0,0.0,0.0,0.0,0.7125450000000001,0.0,0.5,0.0,0.0,2.212545
ASAP2,ENSG00000151693,1.0,0.0,0.0,0.0,0.0,0.71173,0.0,0.5,0.0,0.0,2.21173
CAMKV,ENSG00000164076,0.0,0.0,0.0,0.0,0.0,0.7105800000000002,0.0,1.0,0.5,0.0,2.21058
MYOT,ENSG00000120729,1.0,0.0,0.0,0.0,0.0,0.4578299999999998,0.0,0.75,0.0,0.0,2.2078299999999995
PLCG2,ENSG00000197943,0.0,0.0,0.0,1.0,0.0,0.7075099999999999,0.0,0.5,0.0,0.0,2.20751
KCNC4,ENSG00000116396,0.0,0.0,0.0,0.0,0.0,0.7044750000000001,0.0,0.5,0.0,1.0,2.204475
SLC12A2,ENSG00000064651,1.0,0.0,0.0,1.0,0.0,0.7029699999999999,0.0,0.5,-1.0,0.0,2.2029699999999997
NGB,ENSG00000165553,0.0,0.0,0.0,0.0,0.0,0.7019849999999999,0.0,1.0,0.5,0.0,2.2019849999999996
POU3F3,ENSG00000198914,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.75,0.5,0.0,2.2
PGD,ENSG00000142657,0.0,0.0,0.0,1.0,1.0,0.6997950000000003,0.0,0.5,-1.0,0.0,2.1997950000000004
NDP,ENSG00000124479,0.0,1.0,0.0,0.0,0.0,0.6992499999999999,0.0,0.5,0.0,0.0,2.19925
TP73,ENSG00000078900,1.0,0.0,0.0,0.0,0.0,0.1981149999999999,0.0,0.5,0.5,0.0,2.1981149999999996
MPZ,ENSG00000158887,1.0,0.0,0.0,0.0,0.0,0.69758,0.0,0.5,0.0,0.0,2.19758
PLCB4,ENSG00000101333,1.0,0.0,0.0,0.0,0.0,0.697345,0.0,0.5,0.0,0.0,2.197345
FAAH,ENSG00000117480,0.0,0.0,1.0,1.0,0.0,0.1968899999999998,1.0,-1.0,-1.0,1.0,2.19689
FTCD,ENSG00000160282,1.0,0.0,0.0,0.0,0.0,0.195935,0.0,1.0,0.0,0.0,2.195935
SGCA,ENSG00000108823,1.0,0.0,0.0,0.0,0.0,0.4444450000000003,0.0,0.75,0.0,0.0,2.1944450000000004
NALF2,ENSG00000130054,0.0,0.0,0.0,0.0,0.0,0.6927950000000003,0.0,1.0,0.5,0.0,2.1927950000000003
SHMT2,ENSG00000182199,0.0,0.0,1.0,1.0,0.0,0.6924599999999999,0.0,0.5,-1.0,0.0,2.1924599999999996
FURIN,ENSG00000140564,0.0,0.0,1.0,1.0,0.0,0.6914349999999999,0.0,0.5,-1.0,0.0,2.191435
VEGFA,ENSG00000112715,0.0,1.0,1.0,1.0,0.0,0.1898749999999999,0.0,-1.0,-1.0,1.0,2.189875
SRPX2,ENSG00000102359,0.0,1.0,0.0,0.0,0.0,0.6881700000000002,0.0,0.5,0.0,0.0,2.1881700000000004
GHRL,ENSG00000157017,0.0,1.0,0.0,0.0,0.0,0.188035,0.0,1.0,0.0,0.0,2.188035
POU6F2,ENSG00000106536,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.5,1.0,0.0,2.1875
GFRA2,ENSG00000168546,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.5,0.0,0.0,2.1875
NFE2,ENSG00000123405,0.0,0.0,0.0,1.0,0.0,0.4369950000000003,0.0,0.75,0.0,0.0,2.1869950000000005
CDH13,ENSG00000140945,1.0,0.0,0.0,0.0,0.0,0.6844299999999996,0.0,0.5,0.0,0.0,2.18443
AK1,ENSG00000106992,0.0,0.0,1.0,0.0,1.0,0.4329900000000002,0.0,0.75,-1.0,0.0,2.18299
RGN,ENSG00000130988,0.0,0.0,0.0,0.0,1.0,0.4314399999999999,0.0,0.75,0.0,0.0,2.18144
DLG2,ENSG00000150672,1.0,0.0,0.0,0.0,0.0,0.676925,0.0,0.5,0.0,0.0,2.1769249999999998
SDS,ENSG00000135094,0.0,0.0,0.0,0.0,1.0,0.1768300000000003,0.0,1.0,0.0,0.0,2.1768300000000003
A1CF,ENSG00000148584,0.0,0.0,0.0,0.0,0.0,0.67577,0.0,1.0,0.5,0.0,2.17577
DUSP5,ENSG00000138166,0.0,0.0,0.0,1.0,1.0,0.6744799999999997,0.0,0.5,-1.0,0.0,2.17448
SYNJ2,ENSG00000078269,0.0,0.0,1.0,1.0,0.0,0.174465,0.0,1.0,-1.0,0.0,2.174465
UAP1,ENSG00000117143,1.0,0.0,0.0,0.0,1.0,0.6743299999999998,0.0,0.5,-1.0,0.0,2.17433
MAGI2,ENSG00000187391,1.0,0.0,0.0,0.0,0.0,0.6735399999999998,0.0,0.5,0.0,0.0,2.17354
DSCAM,ENSG00000171587,0.0,0.0,0.0,0.0,0.0,0.9204749999999996,0.0,0.75,0.5,0.0,2.1704749999999997
DIAPH3,ENSG00000139734,1.0,0.0,0.0,0.0,0.0,0.1659700000000001,0.0,0.5,0.5,0.0,2.16597
EFNA3,ENSG00000143590,1.0,0.0,0.0,0.0,0.0,0.6638649999999998,0.0,0.5,0.0,0.0,2.163865
PLD3,ENSG00000105223,0.0,0.0,1.0,1.0,0.0,0.6632649999999998,0.0,0.5,-1.0,0.0,2.163265
CXCL12,ENSG00000107562,0.0,1.0,1.0,1.0,0.0,0.6629199999999997,0.0,-1.0,-1.0,0.5,2.1629199999999997
FDFT1,ENSG00000079459,0.0,0.0,1.0,1.0,1.0,0.4124699999999997,0.0,-1.0,-1.0,0.75,2.16247
USP25,ENSG00000155313,0.0,0.0,1.0,1.0,0.0,0.6622199999999999,0.0,0.5,-1.0,0.0,2.16222
AQP4,ENSG00000171885,1.0,0.0,0.0,0.0,0.0,0.4117649999999997,0.0,0.75,0.0,0.0,2.161765
SLC6A6,ENSG00000131389,0.0,0.0,0.0,1.0,0.0,0.6612900000000004,0.0,0.5,0.0,0.0,2.16129
NRP1,ENSG00000099250,0.0,1.0,1.0,1.0,0.0,0.6587200000000003,0.0,-1.0,-1.0,0.5,2.15872
EBF3,ENSG00000108001,0.0,0.0,0.0,0.0,1.0,0.6581850000000002,0.0,0.5,0.0,0.0,2.1581850000000005
GSR,ENSG00000104687,0.0,0.0,1.0,1.0,1.0,0.1570900000000001,0.0,-1.0,-1.0,1.0,2.15709
SCRT1,ENSG00000261678,0.0,0.0,0.0,0.0,0.0,0.6551699999999997,0.0,1.0,0.5,0.0,2.1551699999999996
ADAMTS15,ENSG00000166106,0.0,1.0,0.0,0.0,0.0,0.6526299999999999,0.0,0.5,0.0,0.0,2.15263
COL19A1,ENSG00000082293,0.0,1.0,0.0,0.0,0.0,0.1506149999999998,0.0,0.5,0.5,0.0,2.1506149999999997
LRP1,ENSG00000123384,1.0,0.0,0.0,0.0,0.0,0.89987,0.0,0.5,-1.0,0.75,2.14987
CDX2,ENSG00000165556,0.0,0.0,0.0,0.0,0.0,0.6485599999999998,0.0,1.0,0.5,0.0,2.14856
SHISA7,ENSG00000187902,0.0,0.0,0.0,0.0,0.0,0.6468400000000003,0.0,1.0,0.5,0.0,2.14684
SYT10,ENSG00000110975,0.0,0.0,0.0,0.0,0.0,0.6462699999999998,0.0,0.5,1.0,0.0,2.14627
GDNF,ENSG00000168621,0.0,1.0,0.0,0.0,0.0,0.6445500000000003,0.0,0.5,0.0,0.0,2.14455
DMRT1,ENSG00000137090,0.0,0.0,0.0,0.0,0.0,0.1420900000000003,0.0,1.0,1.0,0.0,2.1420900000000005
ANTXR2,ENSG00000163297,1.0,1.0,1.0,1.0,0.0,0.1393450000000001,0.0,-1.0,-1.0,0.0,2.1393450000000005
GAK,ENSG00000178950,0.0,0.0,1.0,1.0,1.0,0.1380650000000002,1.0,-1.0,-1.0,0.0,2.138065
NEUROD1,ENSG00000162992,0.0,0.0,0.0,0.0,0.0,0.8876399999999997,0.0,0.75,0.5,0.0,2.1376399999999998
PPEF2,ENSG00000156194,0.0,0.0,0.0,0.0,0.0,0.1367849999999997,0.0,1.0,1.0,0.0,2.1367849999999997
TBC1D24,ENSG00000162065,1.0,0.0,0.0,0.0,0.0,0.6332749999999997,0.0,0.5,0.0,0.0,2.133275
GRID2,ENSG00000152208,0.0,0.0,0.0,0.0,0.0,0.8808349999999997,0.0,0.75,0.5,0.0,2.130835
ADD2,ENSG00000075340,1.0,0.0,0.0,0.0,0.0,0.6280999999999999,0.0,0.5,0.0,0.0,2.1281
CORIN,ENSG00000145244,1.0,0.0,0.0,0.0,0.0,0.1266800000000003,0.0,1.0,0.0,0.0,2.1266800000000003
GCA,ENSG00000115271,1.0,0.0,0.0,0.0,1.0,0.124425,0.0,1.0,-1.0,0.0,2.124425
ELOVL1,ENSG00000066322,0.0,0.0,1.0,1.0,0.0,0.6236550000000001,0.0,0.5,-1.0,0.0,2.1236550000000003
NDUFS2,ENSG00000158864,0.0,0.0,0.0,1.0,0.0,0.6220300000000002,0.0,0.5,-1.0,1.0,2.12203
PSAT1,ENSG00000135069,0.0,0.0,0.0,0.0,1.0,0.6216200000000001,0.0,0.5,0.0,0.0,2.12162
AICDA,ENSG00000111732,0.0,0.0,0.0,0.0,0.0,0.6212099999999999,0.0,1.0,0.5,0.0,2.12121
BMP2K,ENSG00000138756,0.0,0.0,1.0,1.0,0.0,0.1171399999999998,1.0,-1.0,0.0,0.0,2.11714
SCN10A,ENSG00000185313,1.0,0.0,1.0,1.0,0.0,0.1104300000000002,0.0,-1.0,-1.0,1.0,2.11043
FAM171A1,ENSG00000148468,1.0,0.0,0.0,0.0,0.0,0.60674,0.0,0.5,0.0,0.0,2.10674
MAP3K20,ENSG00000091436,0.0,0.0,1.0,1.0,0.0,0.60625,0.0,0.5,-1.0,0.0,2.10625
ADAM17,ENSG00000151694,0.0,0.0,1.0,1.0,1.0,0.6055799999999998,0.0,-1.0,-1.0,0.5,2.10558
SNCB,ENSG00000074317,0.0,0.0,0.0,0.0,0.0,0.8507449999999999,0.0,0.75,0.5,0.0,2.100745
SCG5,ENSG00000166922,0.0,1.0,0.0,0.0,0.0,0.5990549999999999,0.0,0.5,0.0,0.0,2.099055
MYH14,ENSG00000105357,0.0,0.0,0.0,1.0,0.0,0.5972499999999996,0.0,0.5,0.0,0.0,2.09725
DNAJB8,ENSG00000179407,0.0,0.0,0.0,0.0,0.0,0.0948300000000003,0.0,1.0,1.0,0.0,2.0948300000000004
INS,ENSG00000254647,0.0,1.0,0.0,0.0,0.0,0.0909100000000002,0.0,1.0,0.0,0.0,2.09091
PAX6,ENSG00000007372,0.0,0.0,0.0,0.0,0.0,0.83945,0.0,0.75,0.5,0.0,2.0894500000000003
